Genus,Species,Family,Biomass Constant A,Biomass Constant B,Biomass Constant C,Max Length (cm),Max Length Type,Trophic Level,Vulnerability,Regions,Climate Score,Trophic Group,Functional Group,Group Size
Amphiprion,polymnus,Pomacentridae,0.02291,2.99,1,13,total length,2.71,24,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Pomacentrus,komodoensis,Pomacentridae,0.01,3.04,1,7.9,standard length,2.7,20,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,pair
Prognathodes,guezei,Chaetodontidae,0.02188,3.02,1,11,total length,3.3,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,pair
Epinephelus,fuscoguttatus,Serranidae,0.0143,3.034687,1,120,total length,4.14,57.62,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Epibulus,insidiator,Labridae,0.01405,3.08102,1,54,standard length,4.01,59.74,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,solitary
Rhizoprionodon,lalandii,Carcharhinidae,0.0019,3.17,1,80,total length,4.28,41.13,"Tropical Atlantic",,piscivore,pisci-invertivore,solitary
Neopomacentrus,sindensis,Pomacentridae,0.01479,2.98,1,10,total length,3.5,20.93,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,large group
Rypticus,bistripinus,Serranidae,0.01148,3.06,1,15,total length,3.7,22,"Tropical Atlantic",,invertivore-mobile,macro-invertivore,solitary
Pictilabrus,laticlavius,Labridae,0.00977,3.05,1,23,standard length,3.4,37.66,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Anisotremus,interruptus,Haemulidae,0.04427,2.91,1,51,total length,3.5,57.63,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,small group
Chaetodon,aculeatus,Chaetodontidae,,,1,,,,,,,,,
Pempheris,tominagai,Pempheridae,0.01585,2.99,1,11.7,standard length,3.4,22.42,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,large group
Pentapodus,komodoensis,Nemipteridae,0.01514,2.97,1,10.41,standard length,3.4,13.37,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,medium group
Semicossyphus,reticulatus,Labridae,0.0134,2.971,1,100,total length,3.6,68,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,solitary
Echeneis,naucrates,Echeneidae,0.000841,3.334888,1,110,total length,3.68,54.09,"Central Indo-Pacific,Eastern Indo-Pacific,Tropical Atlantic,Tropical Eastern Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,small group
Asterropteryx,ensifera,Gobiidae,0.00617,3.08,1,3,standard length,3.4,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,large group
Plectroglyphidodon,imparipennis,Pomacentridae,0.01479,2.98,1,6,total length,3.29,12.47,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,
Halichoeres,leucurus,Labridae,0.0049,3.11,1,13,total length,3.5,22.77,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Bodianus,neilli,Labridae,0.01202,3.06,1,20,total length,3.39,28.6,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Selene,vomer,Carangidae,0.020741,2.745851,1,48.3,total length,3.7,31.1,"Tropical Atlantic",,invertivore-mobile,macro-invertivore,large group
Sargocentron,punctatissimum,Holocentridae,0.013057,3.072034,1,23,total length,3.5,16.96,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,,macro-invertivore,small group
Siganus,vermiculatus,Siganidae,0.01585,3.07,1,45,total length,2,19.6,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,medium group
Choerodon,rubescens,Labridae,0.01698,3.03,1,90,total length,3.6,64.65,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Centropomus,ensiferus,Centropomidae,0.0039,3.298,1,36.19,total length,4.18,46.24,"Tropical Atlantic",,piscivore,pisci-invertivore,small group
Neopomacentrus,violascens,Pomacentridae,0.01479,2.98,1,7.5,total length,3.4,15.01,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,large group
Iniistius,umbrilatus,Labridae,0.00776,3.01,1,17.5,standard length,3.5,32,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Paracaesio,sordida,Lutjanidae,0.027,3.033,0.821,48,total length,2.75,35.05,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Gnathodentex,aureolineatus,Lethrinidae,0.014262,3.024904,1,30,total length,3.65,29.43,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,,macro-invertivore,medium group
Heniochus,monoceros,Chaetodontidae,0.019121,3.174275,1,24,total length,3.5,18.25,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,pair
Abudefduf,sparoides,Pomacentridae,0.02455,3.01,1,16,total length,3.03,27.47,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,planktivore,medium group
Epinephelus,spilotoceps,Serranidae,0.0041,3.346,1,35,total length,3.7,34.24,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Scomberoides,commersonnianus,Carangidae,0.010089,2.967091,1,120,total length,4.36,58.17,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,piscivore,small group
Echeneis,neucratoides,Echeneidae,0.00275,3.15,1,75,total length,3.6,45,"Tropical Atlantic",,invertivore-mobile,cleaner,small group
Acanthurus,maculiceps,Acanthuridae,0.02291,2.96,1,40,standard length,2,42.68,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,small group
Caranx,papuensis,Carangidae,0.020086,2.899337,1,88,total length,4.05,32.59,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,small group
Trimma,barralli,Gobiidae,0.00891,3.07,1,2.8,standard length,,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,,,solitary
Centropyge,bispinosa,Pomacanthidae,0.111214,2.360317,1,10,total length,2.75,15.39,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,pair
Pristilepis,oligolepis,Holocentridae,0.017778,3.02,1,30,total length,3.99,22.89,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Epinephelus,stoliczkae,Serranidae,0.01148,3.04,1,38,total length,3.8,35.73,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Thalassoma,amblycephalum,Labridae,0.00977,3.05,1,16,standard length,3.1,30.38,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Chaetodon,nigropunctatus,Chaetodontidae,0.02291,3.01,1,14,total length,3.6,11.03,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-sessile,corallivore,pair
Decapterus,tabl,Carangidae,0.008237,3.152225,1,50,total length,3.22,22.26,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Aluterus,scriptus,Monocanthidae,0.823,1.814,1,110,total length,3.02,69.33,"Central Indo-Pacific,Eastern Indo-Pacific,Tropical Atlantic,Western Indo-Pacific",,omnivore,micro-invertivore,
Siganus,vulpinus,Siganidae,0.01585,3.07,1,25,standard length,2.68,19.12,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,pair
Apogon,binotatus,Apogonidae,0.01047,3.1,1,13,standard length,3.4,16,"Tropical Atlantic",,planktivore,planktivore,small group
Pseudanthias,mooreanus,Serranidae,0.00933,2.97,1,7.2,standard length,3.3,12.93,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Prognathodes,carlhubbsi,Chaetodontidae,0.02188,3.02,1,12.1,standard length,3.4,11.53,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,pair
Pinjalo,lewisi,Lutjanidae,0.01479,2.98,1,50,standard length,3.34,47.33,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Scarus,chameleon,Scaridae,0.01445,3.04,1,31,total length,2,21.51,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,scraper,
Pseudolabrus,rubicundus,Labridae,0.00977,3.05,1,,,3.3,34.69,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Tetrosomus,gibbosus,Ostraciidae,0.273,2.229,1,30,total length,3.5,16,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,
Halichoeres,scapularis,Labridae,0.00524,3.382,1,20,total length,3.5,22.5,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Pempheris,adusta,Pempheridae,0.01585,2.99,1,17,total length,3.4,24.02,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,large group
Rypticus,subbifrenatus,Serranidae,0.01148,3.06,1,18,total length,3.8,24,"Tropical Atlantic",,invertivore-mobile,macro-invertivore,solitary
Ophthalmolepis,lineolata,Labridae,0.00447,3.14,1,40,total length,3.5,35.62,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,large group
Gymnothorax,funebris,Muraenidae,0.00071,3.24,1,250,total length,4,73.67,"Tropical Atlantic",,piscivore,pisci-invertivore,solitary
Pareques,iwamotoi,Sciaenidae,0.00891,3.07,1,,,3.37,25.24,"Tropical Atlantic",,invertivore-mobile,macro-invertivore,small group
Acanthaluteres,spilomelanurus,Monocanthidae,0.02188,2.91,1,14,total length,2.9,22.77,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,
Chlorurus,perspicillatus,Scaridae,0.01413,3.04,1,60.9,standard length,2,49.14,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,excavator,small group
Leurochilus,acon,Dactyloscopidae,0.00389,3.12,1,2.9,standard length,3.6,10,"Tropical Atlantic",,invertivore-mobile,micro-invertivore,solitary
Acanthurus,chirurgus,Acanthuridae,0.020467,2.921264,1,39,total length,2,22.98,"Tropical Atlantic",,herbivore-detritivore,cropper/grazer,medium group
Upeneus,japonicus,Mullidae,0.011812,3.003513,1,15.7,standard length,3.58,21.5,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,medium group
Neopomacentrus,filamentosus,Pomacentridae,0.01479,2.98,1,11,total length,3.4,22.69,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,large group
Lutjanus,fulvus,Lutjanidae,0.020046,2.95091,1,40,total length,3.66,29.2,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,small group
Liopropoma,longilepis,Serranidae,0.1,3.04,1,,,3.5,22.46,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,
Bodianus,bathycapros,Labridae,0.01202,3.06,1,45.6,standard length,3.6,56.06,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Trichiurus,lepturus,Trichiuridae,0.000648,3.223033,1,234,total length,4.2,57.03,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,medium group
Malacanthus,plumieri,Malacanthidae,0.0206,2.692,1,70,standard length,3.7,63,"Tropical Atlantic",,invertivore-mobile,macro-invertivore,solitary
Atherinomorus,insularum,Atherinidae,0.0197,3.34,0.926784,9.8,fork length,3.25,30.21,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Hipposcarus,longiceps,Scaridae,0.0161,3.05,1,60,total length,2.73,29.09,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,cropper/grazer,medium group
Cirripectes,alboapicalis,Blenniidae,0.00741,3,1,15.5,total length,2,23.23,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,
Epibulus,brevis,Labridae,0.00389,3.12,1,18.5,standard length,3.6,33,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,solitary
Paraclinus,marmoratus,Labrisomidae,0.00955,3.04,1,10,total length,3.7,10,"Tropical Atlantic",,invertivore-mobile,micro-invertivore,solitary
Siphamia,majimai,Apogonidae,0.01549,3.07,1,3.5,standard length,3.2,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Fistularia,tabacaria,Fistulariidae,0.00529,2.59,1,200,total length,4.5,71,"Tropical Atlantic",,piscivore,pisci-invertivore,solitary
Siganus,argenteus,Siganidae,0.008344,3.12321,1,40,total length,2.63,22.2,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,large group
Arnoglossus,macrolophus,Bothidae,0.01047,3,1,13,total length,3.5,27,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Suttonia,lineata,Serranidae,0.00407,3.14,1,8.1,standard length,3.6,14.21,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,
Epinephelus,rivulatus,Serranidae,0.016289,2.997368,1,45,total length,3.64,27.48,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,
Trachurus,delagoa,Carangidae,0.01122,2.97,1,35,total length,3.7,25,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,small group
Haemulon,plumierii,Haemulidae,0.016517,2.970979,1,53,total length,3.82,61.75,"Tropical Atlantic",,piscivore,pisci-invertivore,large group
Halichoeres,chloropterus,Labridae,0.016,2.87,1,19,standard length,3.37,33.75,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Centropyge,acanthops,Pomacanthidae,0.0302,2.89,1,8,total length,2.92,12.93,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,small group
Lutjanus,quinquelineatus,Lutjanidae,0.015211,3.00356,1,38,total length,4.02,34.2,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,large group
Cheilodipterus,nigrotaeniatus,Apogonidae,0.00646,3.19,1,,,3.8,,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,,,
Selar,boops,Carangidae,0.0135,3.234,0.856164,25,fork length,3.45,13.69,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,large group
Upeneus,indicus,Mullidae,0.00933,3.09,1,14,standard length,3.5,19.85,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,medium group
Secutor,ruconius,Leiognathidae,0.023,2.833,1,8,total length,2.71,12.09,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,medium group
Macolor,macularis,Lutjanidae,0.0274,2.91,0.921,60,total length,3.97,38.55,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Bothus,mancus,Bothidae,0.01047,3,1,51,,4.12,40.9,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,solitary
Mycteroperca,xenarcha,Serranidae,0.0061,3.2,1,150,total length,4.5,82.58,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,piscivore,
Sphoeroides,annulatus,Tetraodontidae,0.075734,2.833549,1,44,total length,3.07,31.48,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,,micro-invertivore,
Prionotus,evolans,Triglidae,0.0195,3.148,1,45,total length,4.3,35.75,"Tropical Atlantic",,piscivore,piscivore,solitary
Rypticus,carpenteri,Serranidae,0.01148,3.06,1,8.6,total length,3.6,15,"Tropical Atlantic",,invertivore-mobile,macro-invertivore,solitary
Pseudojuloides,cerasinus,Labridae,0.01,3.06,1,12.3,total length,3.4,21.88,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Paracaesio,xanthura,Lutjanidae,0.0322,2.989,0.8,50,total length,3.4,35.55,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Ostorhinchus,rueppellii,Apogonidae,0.01288,3.1,1,12,total length,3.5,13.37,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Starksia,ocellata,Labrisomidae,0.0122,3,1,6,total length,3.7,10,"Tropical Atlantic",,invertivore-mobile,micro-invertivore,solitary
Cirrhilabrus,walindi,Labridae,0.0166,2.95,1,7,total length,3.3,12,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Brevoortia,smithi,Clupeidae,0.00933,3.05,1,33,standard length,2.32,36.06,"Tropical Atlantic",,planktivore,planktivore,large group
Lethrinus,microdon,Lethrinidae,0.021,2.9,0.927644,80,total length,3.79,45.71,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,small group
Pristiapogon,exostigma,Apogonidae,0.015583,3.030888,1,12,total length,3.72,13.37,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,solitary
Trimma,avidori,Gobiidae,0.00891,3.07,1,2.5,total length,,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,,,solitary
Bhanotia,nuda,Syngnathidae,0.00049,3.1,1,7,standard length,3.2,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,
Coris,variegata,Labridae,0.01,3.06,1,20,total length,3.5,28.6,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Pomacentrus,bipunctatus,Pomacentridae,0.02344,2.99,1,5.5,standard length,2.7,14,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Chaetodon,mitratus,Chaetodontidae,0.02291,3.01,1,14,standard length,3.5,12.93,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,pair
Siganus,sutor,Siganidae,0.0328,2.716,1,45,standard length,2,23.55,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,large group
Stegastes,leucostictus,Pomacentridae,0.0277,2.8711,1,10,total length,3.09,20.93,"Tropical Atlantic",,omnivore,micro-invertivore,solitary
Scatophagus,argus,Scatophagidae,0.05147,2.845268,1,38,total length,2.99,18.35,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,micro-invertivore,medium group
Enchelynassa,canina,Muraenidae,0.00112,3.07,1,250,total length,4.5,83.93,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Epinephelus,tauvina,Serranidae,0.014139,3.020575,1,100,total length,4.13,59.27,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Eviota,nigriventris,Gobiidae,0.00617,3.08,1,3,standard length,3.1,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
