Genus,Species,Family,Species_name,Biomass Constant A,Biomass Constant B,Biomass Constant C,Max Length (cm),Max Length Type,Trophic Level,Vulnerability,Regions,Climate Score,Trophic Group,Functional Group,Group Size
Cirrhitichthys,calliurus,Cirrhitidae,Cirrhitichthys calliurus,0.01585,3.01,1,12,total length,4,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,piscivore,
Caranx,bucculentus,Carangidae,Caranx bucculentus,0.005715,3.009509,1,66,total length,4.03,36.13,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,small group
Neosynchiropus,ocellatus,Callionymidae,Neosynchiropus ocellatus,0.01023,2.96,1,8.9,total length,3.2,13.37,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Carcharhinus,falciformis,Carcharhinidae,Carcharhinus falciformis,0.006645,3.006672,1,350,total length,4.4,79.03,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,piscivore,solitary
Naso,fageni,Acanthuridae,Naso fageni,0.01995,3,1,80,fork length,2.58,56.2,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Pomacentrus,smithi,Pomacentridae,Pomacentrus smithi,0.02344,2.99,1,7,total length,2.72,14.21,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Mulloidichthys,mimicus,Mullidae,Mulloidichthys mimicus,0.01023,3.09,1,30,total length,3.7,28.64,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,small group
Chrysiptera,taupou,Pomacentridae,Chrysiptera taupou,0.025773,2.867844,1,8,total length,2.65,16.2,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Meiacanthus,crinitus,Blenniidae,Meiacanthus crinitus,0.01122,3.04,1,10,total length,3.4,20,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,solitary
Ostracion,trachys,Ostraciidae,Ostracion trachys,0.03548,2.81,1,11,total length,3.2,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,
Microgobius,gulosus,Gobiidae,Microgobius gulosus,0.00793,2.75,1,7.5,total length,3.3,18.23,Tropical Atlantic,,herbivore-detritivore,detritivore,small group
Haemulon,vittatum,Haemulidae,Haemulon vittatum,0.00389,3.12,1,23,total length,3.16,27,Tropical Atlantic,,planktivore,planktivore,large group
Tylosurus,punctulatus,Belonidae,Tylosurus punctulatus,0.00132,3.1,1,58.3,standard length,4.2,47.33,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,piscivore,small group
Scorpaena,scrofa,Scorpaenidae,Scorpaena scrofa,,,1,,,,,Tropical Atlantic,,,,
Aporops,bilinearis,Serranidae,Aporops bilinearis,0.01122,3.06,1,9.9,standard length,3.7,17.15,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,
Parma,occidentalis,Pomacentridae,Parma occidentalis,0.00239,2.99,1,13,standard length,2.74,29.45,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,
Labropsis,australis,Labridae,Labropsis australis,0.00977,3.05,1,10.5,total length,3.86,18.58,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-sessile,corallivore,pair
Chromis,westaustralis,Pomacentridae,Chromis westaustralis,0.01479,2.98,1,8.5,standard length,2.71,22.08,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Choerodon,anchorago,Labridae,Choerodon anchorago,0.0326,3.071,0.809,50,total length,4.24,47.81,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Brevoortia,tyrannus,Clupeidae,Brevoortia tyrannus,0.011157,3.217323,1,50,total length,3.23,30.33,Tropical Atlantic,,planktivore,planktivore,large group
Gobiodon,quinquestrigatus,Gobiidae,Gobiodon quinquestrigatus,0.01995,3.01,1,4.5,standard length,3.4,12.01,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Bagre,bagre,Ariidae,Bagre bagre,0.0082,2.892,1,55,total length,4,53.04,Tropical Atlantic,,piscivore,pisci-invertivore,small group
Myripristis,amaena,Holocentridae,Myripristis amaena,0.030344,3.086877,0.925,26.5,standard length,3.6,37.38,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,large group
Raja,eglanteria,Rajidae,Raja eglanteria,0.00275,3.22,1,84,total length,3.74,57.15,Tropical Atlantic,,invertivore-mobile,macro-invertivore,solitary
Paracheilinus,carpenteri,Labridae,Paracheilinus carpenteri,0.00977,3.05,1,8,total length,3.4,14,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Hexanchus,griseus,Hexanchidae,Hexanchus griseus,0.0135,2.8015,1,482,total length,4.48,84,"Central Indo-Pacific,Eastern Indo-Pacific,Tropical Atlantic,Tropical Eastern Pacific,Western Indo-Pacific",,piscivore,piscivore,solitary
Plectropomus,laevis,Serranidae,Plectropomus laevis,0.00523,3.23774,1,125,total length,4.14,56.09,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Pomacentrus,taeniometopon,Pomacentridae,Pomacentrus taeniometopon,0.02344,2.99,1,12,total length,2,23.46,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,small group
Sphoeroides,lobatus,Tetraodontidae,Sphoeroides lobatus,0.057037,2.618274,1,25,total length,3.5,22.28,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,
Pomadasys,stridens,Haemulidae,Pomadasys stridens,0.0049,3.406,1,20,total length,4.02,24.63,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,small group
Stethojulis,trilineata,Labridae,Stethojulis trilineata,0.00716,3.257,1,15,total length,3.21,12.72,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Centropomus,poeyi,Centropomidae,Centropomus poeyi,0.0199,3.85,0.94162,90,total length,3.98,35.08,Tropical Atlantic,,piscivore,pisci-invertivore,small group
Microspathodon,chrysurus,Pomacentridae,Microspathodon chrysurus,0.0239,3.082,1,21,total length,2,31.23,Tropical Atlantic,,herbivore-detritivore,cropper/grazer,small group
Sphyraena,pinguis,Sphyraenidae,Sphyraena pinguis,0.00851,2.94,1,50,total length,4.38,30.85,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,piscivore,large group
Haemulon,macrostomum,Haemulidae,Haemulon macrostomum,0.01389,3.06,1,43,total length,3.26,36.62,Tropical Atlantic,,invertivore-mobile,macro-invertivore,large group
Rhincodon,typus,Rhincodontidae,Rhincodon typus,0.00425,3,1,2000,total length,3.6,89,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,solitary
Coryphopterus,glaucofraenum,Gobiidae,Coryphopterus glaucofraenum,0.021094,2.864699,1,8,total length,2.67,19.5,Tropical Atlantic,,herbivore-detritivore,detritivore,small group
Pseudobatos,productus,Rhinobatidae,Pseudobatos productus,0.0045,2.92,1,170,total length,3.6,77,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,
Chaetodontoplus,duboulayi,Pomacanthidae,Chaetodontoplus duboulayi,0.0302,2.89,1,28,total length,2.67,31.83,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,spongivore,pair
Meuschenia,flavolineata,Monocanthidae,Meuschenia flavolineata,0.02188,2.91,1,30,total length,2.8,34.38,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,cropper/grazer,
Enchelycore,nigricans,Muraenidae,Enchelycore nigricans,0.00173,3,1,100,total length,4.5,60,Tropical Atlantic,,piscivore,piscivore,solitary
Negaprion,brevirostris,Carcharhinidae,Negaprion brevirostris,0.00254,3.16,1,340,total length,3.93,86.76,"Central Indo-Pacific,Eastern Indo-Pacific,Tropical Atlantic,Tropical Eastern Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,small group
Gerres,oyena,Gerreidae,Gerres oyena,0.006389,3.283976,1,30,total length,2.72,16.52,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Atherinomorus,stipes,Atherinidae,Atherinomorus stipes,0.0071,3.0487,1,10,total length,3.3,22,Tropical Atlantic,,planktivore,planktivore,large group
Cirrhilabrus,laboutei,Labridae,Cirrhilabrus laboutei,0.0166,2.95,1,12,total length,3.4,21.39,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Bodianus,anthioides,Labridae,Bodianus anthioides,0.01202,3.06,1,24,standard length,3.44,38.58,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Scorpaenopsis,barbata,Scorpaenidae,Scorpaenopsis barbata,0.0123,3.02,1,22,standard length,4.2,42.58,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Antennarius,striatus,Antennariidae,Antennarius striatus,0.01995,3.01,1,25,total length,4.2,13,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,piscivore,solitary
Opistognathus,rosenblatti,Opistognathidae,Opistognathus rosenblatti,0.00389,3.12,1,10,total length,3.45,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,large group
Scorpaena,plumieri,Scorpaenidae,Scorpaena plumieri,0.02256,3.015586,1,45,total length,4.04,62.15,Tropical Atlantic,,piscivore,pisci-invertivore,solitary
Cheilodipterus,macrodon,Apogonidae,Cheilodipterus macrodon,0.003771,3.522972,1,25,total length,4.01,24.78,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,small group
Eviota,zebrina,Gobiidae,Eviota zebrina,0.00617,3.08,1,2.5,standard length,3.1,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,
Abalistes,stellatus,Balistidae,Abalistes stellatus,0.045615,2.729864,1,60,total length,3.4,44.84,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,solitary
Chrysiptera,notialis,Pomacentridae,Chrysiptera notialis,0.01479,2.98,1,9,total length,2.7,18.89,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Liopropoma,latifasciatum,Serranidae,Liopropoma latifasciatum,0.01122,3.04,1,20,total length,3.97,24.95,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Plectorhinchus,polytaenia,Haemulidae,Plectorhinchus polytaenia,0.01349,3.01,1,50,total length,3.99,40.85,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,small group
Scomberomorus,regalis,Scombridae,Scomberomorus regalis,0.01462,2.8,1,183,total length,4.38,62.58,Tropical Atlantic,,piscivore,piscivore,small group
Chilomycterus,antillarum,Diodontidae,Chilomycterus antillarum,0.0309,2.89,1,30,total length,3.6,16,Tropical Atlantic,,invertivore-mobile,macro-invertivore,solitary
Bairdiella,ronchus,Sciaenidae,Bairdiella ronchus,0.024004,2.904165,1,35,total length,3.74,26.16,Tropical Atlantic,,piscivore,pisci-invertivore,small group
Canthigaster,bennetti,Tetraodontidae,Canthigaster bennetti,0.02818,2.094,1,10,total length,2.54,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,cropper/grazer,small group
Salarias,segmentatus,Blenniidae,Salarias segmentatus,0.0115,2.97968,1,11,total length,2,22.69,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,
Stethojulis,interrupta,Labridae,Stethojulis interrupta,0.030326,2.687223,1,13,total length,3.5,22.77,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Chlorurus,bleekeri,Scaridae,Chlorurus bleekeri,0.0415,2.946,0.897666,49,total length,2,33.91,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,excavator,small group
Chromis,enchrysura,Pomacentridae,Chromis enchrysura,0.01514,2.99,1,10,total length,3.4,20.93,Tropical Atlantic,,planktivore,planktivore,small group
Centropyge,multicolor,Pomacanthidae,Centropyge multicolor,0.0302,2.89,1,9,total length,2.77,14.21,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,pair
Pomacentrus,auriventris,Pomacentridae,Pomacentrus auriventris,0.01479,2.98,1,5.5,standard length,2.7,13.79,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Pseudochromis,fridmani,Pseudochromidae,Pseudochromis fridmani,0.00501,3.11,1,6.3,total length,3.5,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Anchoa,parva,Engraulidae,Anchoa parva,0.00504,3.194,1,6,standard length,3.4,10,Tropical Atlantic,,planktivore,planktivore,large group
Ptereleotris,heteroptera,Microdesmidae,Ptereleotris heteroptera,0.00389,3.12,1,14,total length,3.4,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,pair
Cypho,purpurascens,Pseudochromidae,Cypho purpurascens,0.013257,3.006538,1,7.5,total length,3.5,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,pair
Pomacanthus,xanthometopon,Pomacanthidae,Pomacanthus xanthometopon,0.0309,2.9,1,38,total length,2.74,36.16,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-sessile,spongivore,solitary
Pseudanthias,olivaceus,Serranidae,Pseudanthias olivaceus,0.00933,2.97,1,12,total length,3.4,16.74,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Pterois,lunulata,Scorpaenidae,Pterois lunulata,0.01148,3.09,1,35,total length,3.67,46.59,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,
Anampses,geographicus,Labridae,Anampses geographicus,0.01,3.06,1,31,total length,3.5,34.91,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Stethojulis,albovittata,Labridae,Stethojulis albovittata,0.032783,2.655299,1,14,total length,3.56,11.7,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Eleotris,pisonis,Eleotridae,Eleotris pisonis,0.00589,3.16,1,25,total length,3.7,30.46,Tropical Atlantic,,invertivore-mobile,micro-invertivore,small group
Ostorhinchus,neotes,Apogonidae,Ostorhinchus neotes,0.00631,3.19,1,2.7,standard length,3.2,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Coris,aurilineata,Labridae,Coris aurilineata,0.01,3.06,1,14,total length,3.3,23.67,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Achoerodus,viridis,Labridae,Achoerodus viridis,0.01995,2.99,1,62,total length,3.7,68.09,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,solitary
Taeniamia,leai,Apogonidae,Taeniamia leai,0.00568,3.47985,1,9,total length,3.49,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Chromis,alpha,Pomacentridae,Chromis alpha,0.01778,2.99,1,8.5,standard length,3,22.08,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Lutjanus,mizenkoi,Lutjanidae,Lutjanus mizenkoi,0.01445,2.98,1,32,total length,3.94,27.99,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,small group
Cirrhilabrus,melanomarginatus,Labridae,Cirrhilabrus melanomarginatus,0.0166,2.95,1,13,standard length,3.4,27,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Coris,gaimard,Labridae,Coris gaimard,0.01,3.06,1,40,total length,3.4,38.07,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,solitary
Plectroglyphidodon,johnstonianus,Pomacentridae,Plectroglyphidodon johnstonianus,0.0612,2.635,1,14,total length,2.9,25.07,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,
Chaenopsis,ocellata,Chaenopsidae,Chaenopsis ocellata,0.01,3.04,1,12.5,total length,3.7,10,Tropical Atlantic,,planktivore,planktivore,solitary
Lutjanus,vitta,Lutjanidae,Lutjanus vitta,0.013178,3.032587,1,40,total length,3.96,38.1,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,medium group
Coris,hewetti,Labridae,Coris hewetti,0.01,3.06,1,13.9,standard length,3.4,28,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Dotalabrus,alleni,Labridae,Dotalabrus alleni,0.01,3.04,1,8.45,standard length,3.3,18.8,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Ctenochaetus,hawaiiensis,Acanthuridae,Ctenochaetus hawaiiensis,0.02344,2.97,1,25,total length,2,24.26,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,detritivore,solitary
Canthigaster,ocellicincta,Tetraodontidae,Canthigaster ocellicincta,0.02818,2.094,1,7.5,standard length,3.1,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,micro-invertivore,
Canthigaster,pygmaea,Tetraodontidae,Canthigaster pygmaea,0.02818,2.094,1,5.6,total length,3,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,micro-invertivore,
Cheilodactylus,gibbosus,Cheilodactylidae,Cheilodactylus gibbosus,0.0123,3.02,1,30,total length,2.78,35.9,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,micro-invertivore,solitary
Gymnothorax,moringa,Muraenidae,Gymnothorax moringa,0.00046,3.356542,1,200,total length,4.5,76.55,"Central Indo-Pacific,Eastern Indo-Pacific,Tropical Atlantic,Tropical Eastern Pacific,Western Indo-Pacific",,piscivore,piscivore,solitary
Chaetodon,xanthurus,Chaetodontidae,Chaetodon xanthurus,0.02291,3.01,1,14,standard length,2.82,12.93,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,micro-invertivore,pair
Mycteroperca,interstitialis,Serranidae,Mycteroperca interstitialis,0.0188,2.94,1,84,total length,4.5,68,Tropical Atlantic,,piscivore,piscivore,solitary
Bolbometopon,muricatum,Scaridae,Bolbometopon muricatum,0.01413,3.04,1,130,total length,2.67,67.49,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,excavator,medium group
Amblygobius,albimaculatus,Gobiidae,Amblygobius albimaculatus,0.00891,3.07,1,18,standard length,2.6,35.81,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,detritivore,
Prionotus,ophryas,Triglidae,Prionotus ophryas,0.00589,3.1,1,27,total length,3.6,33,Tropical Atlantic,,invertivore-mobile,macro-invertivore,solitary
Pteragogus,guttatus,Labridae,Pteragogus guttatus,0.0166,2.95,1,9,total length,3.4,15,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Prognathodes,guyanensis,Chaetodontidae,Prognathodes guyanensis,0.02188,3.02,1,13.6,total length,2.9,11,Tropical Atlantic,,invertivore-sessile,spongivore,solitary
